회사명,상장일,시장,산업분류,AI분류,구태그,평가방법,적용멀티플,분류근거,주요제품
인스피언,2024-10-18,코스닥,IT/소프트웨어,비AI,,PER,30.71,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시 전망과 비교기업 매출구성 나열. SAP 보안/EDI 솔루션은 비AI. | 근거: ""향후 AI 수요 확산, 글로벌 제조업경기 회복 등에 힘입은 양호한 수출"" / ""마음AI AI SYSTEM 구축(62.1%), AI 컨설팅(21.1%)""","SAP 보안 솔루션, SAP PO/CPI 컨설팅, EDI SaaS 플랫폼"
루미르,2024-10-21,코스닥,방산/우주항공,AI관련,,PER,28.35,"[에이전트 판정(투설 원문 스니펫)|low] 주요제품인 위성영상 부가정보(VAS) 서비스의 핵심 기능이 자체 AI 객체탐지. 다만 주 매출원은 위성시스템으로 추정되어 low | 근거: ""SARDIP™은 AI 기반 객체 탐지, InSAR 기반 지형정보 분석 서비스를 제공"" / ""AI 기반 객체 탐지 기술을 적용하여 자체 알고리즘을 확보하고 있음""","인공위성 시스템 및 전장품, 위성 영상 및 정보"
한켐,2024-10-22,코스닥,화학/소재,비AI,,PER,26.88,"[에이전트 판정(투설 원문 스니펫)|high] OLED 소재사. AI 언급 2건 모두 거시경제 전망. | 근거: ""조기 금리 인하, AI 발전에 따른 생산성 향상"" (거시경제 전망)",OLED 발광층 소재 등
씨메스,2024-10-24,코스닥,기계/장비,AI관련,Y,PER,45.12,"[에이전트 판정(투설 원문 스니펫)|high] 주력 제품(지능형 로봇 솔루션)의 동작 원리 자체가 자사 AI+3D비전. MLOps 기업 인수로 AI 역량 내재화도 명시. | 근거: ""3D비전 기술을 통해 3차원의 눈을 달아주고 AI 및 산업용 로봇 제어 기술을 결합한 소프트웨어로 뇌를 생성해 지능형 로봇 자동화를 실현"" / ""AI Robotics 전문 기업""",AI 기반 로봇 솔루션 및 3D 비전 솔루션
웨이비스,2024-10-25,코스닥,반도체/디스플레이,비AI,,PER,25.32,"[에이전트 판정(투설 원문 스니펫)|high] AI는 전방 수요·거시 전망 서술뿐. GaN RF 칩은 비AI. | 근거: 미래에는 6G 등 차세대 이동통신 기술의 상용화, 자율주행의 보편화, AI 및 로봇 활성화 ... GaN RF 반도체의 적용이 더욱 가속화","GaN RF 칩, 패키지 트랜지스터, 모듈 등"
에이치엔에스하이텍,2024-10-25,코스닥,반도체/디스플레이,비AI,,PER,19.87,"[에이전트 판정(투설 원문 스니펫)|high] ACF 필름 소재사. AI는 전방 스마트폰·PC 시장 전망 언급뿐. | 근거: ""생성형 AI 기능이 탑재된 스마트폰 출시에 따른 신규 교체수요가 기대""","ACF(이방성전도필름), 수정진동자/수정발진기"
클로봇,2024-10-28,코스닥,IT/소프트웨어,AI관련,Y,PER,39.62,"[에이전트 판정(투설 원문 스니펫)|low] 범용 자율주행 로봇 SW(카멜레온)의 객체 인식·추적 등 AI 기능이 제품 핵심이며 전담 AI 개발 조직(16명) 운영. 스니펫 다수가 고도화 계획이라 low. | 근거: ""AI 다양한 객체 인식 및 추적... 인식 가능한 객체 종류 확대"" / ""온디바이스 AI 570... 엣지 디바이스에서 실행 가능한 AI 모델 개발""","로봇 소프트웨어(카멜레온, 크롬스)"
성우,2024-10-31,코스닥,2차전지/에너지,비AI,,PER,19.93,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 한국은행 경기 전망 인용 2건뿐. 이차전지·전장부품은 AI 무관. | 근거: ""향후 AI 수요 확산, 글로벌 제조업경기 회복 등에 힘입은 양호한 수출이 경기 개선흐름을 견인""","이차전지 부품(2170 Topcap Ass'y, S4623 등), 자동차 전장부품(Motor Housing, EV Relay 등)"
탑런토탈솔루션,2024-11-01,코스닥,반도체/디스플레이,비AI,,PER,15.94,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급은 비교기업 매출표와 거시경제 전망뿐. 전장 디스플레이 부품은 비AI | 근거: ""포커스에이치엔에스 NVR(36.16%), AI CAM(36.13%)"" / ""인공지능 관련 소프트웨어 수요도 증대됨에 따라""",전장디스플레이 및 pOLED 부품
에이럭스,2024-11-01,코스닥,소비재/유통,비AI,,PER,51.56,"[에이전트 판정(투설 원문 스니펫)|high] 교육용 드론·로봇 기업. AI는 교육 커리큘럼 주제·정책 수혜 서술이며 자사 제품의 AI 기술 구현 근거 없음. | 근거: ""AI / 코딩 / 디지털 등 관련 교육 용역 사업을 다수 수주"" / ""교과과정 개편에 따른 AI/코딩 과목의 비중 증대""",교육용 드론/로봇 및 코딩 콘텐츠
에이치이엠파마,2024-11-05,코스닥,바이오/헬스케어,AI관련,,PER,16.93,"[에이전트 판정(투설 원문 스니펫)|low] 맞춤형 헬스케어(마이랩) 분석 결과 산출에 자체 AI 알고리즘·모델링이 쓰이는 것으로 서술. 다만 핵심 기술은 PMAS 실험 플랫폼이라 AI 핵심성은 애매. | 근거: ""축적된 데이터베이스(이하 DB)를 기반으로 AI 알고리즘을 구축하여 분석프로세스 효율화"" / ""연구 데이터 통계, AI 분석을 통한 서비스 개발 지원 및 분석""","맞춤형 헬스케어, LBP 디스커버리 플랫폼"
더본코리아,2024-11-06,유가증권,소비재/유통,비AI,,PER,15.78,"[에이전트 판정(투설 원문 스니펫)|high] AI는 거시경제 전망과 가맹점 지원 푸드테크 나열 수준(자체 AI 기술 서술 없음). 프랜차이즈업은 비AI. | 근거: Digital Signage(DS), 우리가게 AI 서비스, 태블릿오더 ... 등의 푸드테크 기술",프랜차이즈
토모큐브,2024-11-07,코스닥,기계/장비,비AI,,PER,27.5,"[에이전트 판정(투설 원문 스니펫)|low] 핵심은 광학(홀로토모그래피) 장비. 자체 AI 분석기능 개발 중이나 융합 신제품은 향후 계획이고 가상염색 신뢰성도 확보 과제로 서술. | 근거: ""홀로토모그래피 기술과 AI를 융합하여... 특화된 신제품을 개발할여 출시할 예"" / ""AI팀 세포 및 소기관 자동 분류 및 분석 기능 개발""","홀로토모그래피 HT-X1, HT-2H"
에어레인,2024-11-08,코스닥,기계/장비,비AI,,PER,28.45,"[에이전트 판정(투설 원문 스니펫)|high] 유일한 언급이 거시경제 전망. 기체분리막 제품은 AI 무관. | 근거: ""기업의 연구개발이 늘어나고 인공지능 관련 소프트웨어 수요도 증대됨에 따라"" (경제전망)",기체분리막 모듈 및 시스템
노머스,2024-11-12,코스닥,엔터/미디어/게임,비AI,,PER,23.54,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시 전망·아티스트명·비교기업 나열. 공연기획/팬덤 플랫폼은 비AI. | 근거: ""주요국에서 AI 관련 투자가 지속되는 가운데"" / ""엔드 AI0213 - 루피""","공연기획 및 MD, Fromm 플랫폼"
닷밀,2024-11-13,코스닥,엔터/미디어/게임,비AI,,PSR,6.65,"[에이전트 판정(투설 원문 스니펫)|low] 현 사업은 실감미디어 콘텐츠 제작/테마파크 운영. AI 플랫폼·AI Breeder는 개발 목표(신사업 구상) 단계로 판단 | 근거: ""AI를 기반으로... 관람 경험을 제공할 수 있는 'AI 기반 인터랙션 공간 플랫폼'"" / ""생성형 AI 기반 콘텐츠 창작 및 공유 서비스인 'AI Breeder'""","실감미디어 콘텐츠 및 시설 구축, 전시 및 테마파크 운영"
쓰리빌리언,2024-11-14,코스닥,바이오/헬스케어,AI관련,Y,PER,26.68,"[에이전트 판정(투설 원문 스니펫)|high] 자체 AI(변이 해석)가 유전질환 진단 서비스의 핵심 동작 원리. 매출은 진단 검사 서비스이므로 ai. | 근거: ""인공지능 기술을 개발하고 해당 기술을 활용하여 희귀 유전질환 진단 검사 서비스를 제공"" / ""당사는 AI 관련 사업과... AI 진단 솔루션 분야에서 활동""",유전체 분석 기반 희귀 유전질환 진단 검사 서비스
엠오티,2024-11-18,코스닥,기계/장비,비AI,,PER,25.95,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시경제 전망뿐. 이차전지 제조 설비는 AI 무관. | 근거: ""향후 AI 수요 확산, 글로벌 제조업경기 회복 등에 힘입은 양호한 수출이 경기 개선흐름을 견인""",이차전지 제조 자동화 설비
에스켐,2024-11-18,코스닥,화학/소재,비AI,,PER,26.66,"[에이전트 판정(투설 원문 스니펫)|high] AI는 전방 IT제품 수요 전망. OLED 유기화합물 소재는 비AI. | 근거: 새로운 AI시대가 도래하여, IT 제품 등에 OLED소재가 채택되고",OLED 유기화합물 등
사이냅소프트,2024-11-19,코스닥,IT/소프트웨어,비AI,Y,PER,25.2,"[에이전트 판정(투설 원문 스니펫)|low] 주력 매출원인 문서뷰어·필터·에디터는 비AI. AI OCR 출시 등 접목 확장 중이나 다수가 공모자금 고도화 계획. | 근거: ""기존 디지털 문서 솔루션에 여러 생성형 AI를 접목할 필요성을 느끼고 있습니다"" / ""문서 처리 기술에 AI를 접목하여 '사이냅 OCR'을 개발""","웹 기반 문서뷰어, 문서필터, 웹 에디터 등"
위츠,2024-11-20,코스닥,IT/소프트웨어,비AI,,PER,18.6,"[에이전트 판정(투설 원문 스니펫)|high] AI는 전방(스마트폰) 시장 전망과 임원 경력·정부과제명에 그침. 무선충전 부품은 AI 무관. | 근거: ""스마트폰 AI 기능 확대, 폼팩터 업그레이드 본격화 등에 따라 소비자의 교체 욕구가 자극""","무선충전소재, 부품 제조"
벡트,2024-12-16,코스닥,IT/소프트웨어,비AI,,PER,22.08,"[에이전트 판정(투설 원문 스니펫)|high] AI 기능은 전량 공모자금 기반 향후 개발 계획. 현행 프로젝터·전자칠판 제품은 비AI. | 근거: ""당사가 계획하고 있는 각종 AI 사이니지 연구개발 계획, 신제품 출시 등 계획이 지연될 시"" / ""당사가 현재 개발중인 전자칠판은...신규 AI 기능을 기기 자체에 탑재하여""","프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등"
엠앤씨솔루션,2024-12-16,유가증권,방산/우주항공,비AI,,EV/EBITDA,24.0,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급은 국방예산 정책과 LIG넥스원 소개뿐. 유압/전기식 방산부품은 비AI | 근거: ""방위력개선비는 핵·WMD 위협 대응, AI 기반 유ㆍ무인 복합전투체계 발전""",방위산업용 유압식/전기식 부품 및 시스템
온코크로스,2024-12-18,코스닥,바이오/헬스케어,순수AI,Y,PER,18.55,"[에이전트 판정(투설 원문 스니펫)|high] AI 플랫폼 기반 약물평가·적응증 탐색 서비스 자체가 주력 사업이자 매출원. | 근거: ""당사는 AI 플랫폼을 이용하여 타사의 약제에 대한 신규 또는 최적 적응증을 찾아주는 서비스를 주요 사업으로 영위""",AI플랫폼 기반 신약개발 용역서비스
온코닉테라퓨틱스,2024-12-19,코스닥,바이오/헬스케어,비AI,,PER,24.82,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 연구원의 전직 경력과 비교기업 사명(폴라리스AI파마)뿐. 신약 개발에 자사 AI 활용 근거 없음. | 근거: ""심플렉스㈜: AI 기반의 신약 개발 라이브러리 데이터 확보 및 효능 평가 총괄"" (연구원 전직 경력)","자큐보정(Zastaprazan, 소화기질환 신약), Nesuparib(표적항암제 신약)"
듀켐바이오,2024-12-20,코스닥,바이오/헬스케어,비AI,,스팩합병상장,,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,방사성의약품
쓰리에이로직스,2024-12-24,코스닥,반도체/디스플레이,비AI,,PER,38.6,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급 전부 시스템반도체 산업 동향·시장 전망. NFC/IoT SoC 자체는 AI 연산 전용 설계 아님. | 근거: 4차 산업혁명과 관련된 인공지능(AI), 자율주행, 차량용 반도체, 5G, IoT 등 다양한 산업군",NFC/IoT SoC 및 모듈
파인메딕스,2024-12-26,코스닥,바이오/헬스케어,비AI,,PER,17.86,"[에이전트 판정(투설 원문 스니펫)|high] 내시경 시술기구가 주력. AI 병리는 타사(CIS) 기술 기반 신사업 초기 기획 단계. | 근거: ""디지털 병리AI 기술을 보유한 ㈜사이버네틱스이미징시스템즈(CIS)에 전략적 투자를 통해 제품 개발 초기 기획""","인젝터, 스네어, 나이프, 포셉 등 내시경용 시술기구"
미트박스,2025-01-23,코스닥,소비재/유통,비AI,,PSR,2.11,"[에이전트 판정(투설 원문 스니펫)|high] AI 키워드 빈도는 높으나 대부분 비교기업 선정 목록·경제전망·물류 인프라 투자 계획. 축산물 유통 플랫폼은 AI 없이 성립. | 근거: ""시설자금 Smart AI 물류 인프라 투자 6,210"" / 다수 스니펫이 비교기업(알체라, 셀바스AI 등) 제외 목록",축산물 도소매 판매 및 중개
와이즈넛,2025-01-24,코스닥,IT/소프트웨어,순수AI,Y,PER,35.61,"[에이전트 판정(투설 원문 스니펫)|low] 검색엔진·챗봇·RAG 등 AI SW 자체가 주력 제품·매출원. 다만 SI성 구축 매출 성격과 pure/ai 경계가 있어 low. | 근거: ""인공지능(AI) 기술의 근간이 되는 자연어처리, 머신러닝, 텍스트마이닝 등의 언어처리 관련 원천기술을 자체 확보"" / ""생성형 AI(생성형 LLM)를 접목하여 각 분야별 에이전트 AI를 만들고""","검색엔진, 챗봇, 클라우드서비스"
데이원컴퍼니,2025-01-24,코스닥,기타,비AI,Y,PSR,3.33,"[에이전트 판정(투설 원문 스니펫)|high] 성인교육 서비스. AI는 시장 전망, 교육 주제, 타사 도구(Whisper) 활용에 그침 | 근거: ""'ChatGPT'와 같은 생성형 AI 기술이 등장하면서... 영향을 받을 것으로 전망"" / ""Whisper AI를 활용한 자동 자막 생성 기능을 활용하여 제작비를 빠르게 절감""",성인대상 교육서비스
아스테라시스,2025-01-24,코스닥,바이오/헬스케어,비AI,,PER,31.89,"[에이전트 판정(투설 원문 스니펫)|high] 피부 미용의료기기가 주력. AI는 산학 정부과제·개발방안 수준이며 제품 핵심 기능 아님. | 근거: ""HIFU AI기반 피부미용 관리예측 시스템 개발 공주대학교... '19.06~'20.02"" / ""개발방안 1) AI이론 기반의 현재 얼굴 분석""","피부 미용의료기기 제조, 판매"
삼양엔씨켐,2025-02-03,코스닥,화학/소재,비AI,,PER+EV/EBITDA,15.3,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 전부 전방 반도체 산업 수요 전망. 포토레지스트 소재는 AI 무관. | 근거: ""AI 성장에 따른 고성능 컴퓨팅 및 클라우드 인프라 수요 증가로... 성장할"" / ""AI GPU 관련 HBM 메모리, AI 데이터센터 서버향 eSSD 등... 수요가 증대""","반도체 포토레지스트용 기초화합물(KrF PR용 소재, ArF PR용 소재, Wet Chemical)"
피아이이,2025-02-04,코스닥,기계/장비,AI관련,,스팩합병상장,39.49,"[에이전트 판정(투설 원문 스니펫)|high] 주력 제품이 AI 비전 검사·스마트팩토리 솔루션으로, 자체 AI(LISA, Anomaly Model)가 제품 동작 원리. | 근거: 머신비전, 영상처리, AI(Artificial Intelligence) 기술 등을 기반으로 ... 제조공정에 사용되는 검사 및 / 비정상 상황을 감지·검출할 수 있는 AI 기반 솔루션",AI 비전 솔루션 및 스마트팩토리 솔루션
아이지넷,2025-02-04,코스닥,IT/소프트웨어,AI관련,Y,PER,26.17,"[에이전트 판정(투설 원문 스니펫)|high] 자체 학습 AI 진단·추천 엔진이 보험 플랫폼의 핵심 가치제안이자 동작 원리. | 근거: ""AI(인공지능)와 마이데이터를 기반으로 보험 서비스를 제공하는 플랫폼 '보닥'"" / ""수집된 데이터로 학습된 AI 엔진은 높은 정합도""","보험 서비스 어플리케이션, 기업용 보험 솔루션"
LG씨엔에스,2025-02-05,유가증권,IT/소프트웨어,비AI,,PER,22.6,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업"
아이에스티이,2025-02-12,코스닥,반도체/디스플레이,비AI,,PER,23.73,"[에이전트 판정(투설 원문 스니펫)|high] AI는 전방산업(HBM·생성형 AI발 반도체 수요) 서술에 그침. 세정장비 자체는 AI 무관. | 근거: ""반도체장비 시장의 전방산업은 반도체 및 이를 사용하는 생성형 AI 및 고성능 컴퓨터 등을 포함""",반도체 제조용 장비
동방메디컬,2025-02-13,코스닥,바이오/헬스케어,비AI,,EV/EBITDA,17.58,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시 전망과 비교기업 사명(폴라리스AI파마)뿐. 필러·한방침은 AI 무관. | 근거: ""수출은 AI관련 IT수요 확대, 방한 관광객 증가 등으로 높은 증가세"" / ""폴라리스AI파마 O 7,659""","필러, 한방침"
오름테라퓨틱,2025-02-14,코스닥,바이오/헬스케어,비AI,,PER,20.84,"[에이전트 판정(투설 원문 스니펫)|high] ADC/TPD 신약개발사. AI 언급 전부가 거시경제 전망과 비교기업 표 | 근거: ""조기 금리 인하, AI발전에 따른 생산성 향상, 성공적인 구조개혁 추진 등을 성장률을 높일 상방 요인으로""",항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발
동국생명과학,2025-02-17,코스닥,바이오/헬스케어,비AI,,EV/EBITDA,14.82,"[에이전트 판정(투설 원문 스니펫)|high] 조영제 제조 + 의료기기 유통사. AI 의료기기 매출은 루닛 등 타사 AI 제품의 유통·총판(타사 기술 도입)이라 nonai. | 근거: ""AI를 활용한 의료 인공지능 소프트웨어를 확보하여 시장에 단독 공급할 수 있도록 유통 및 총판계약을 체결""","조영제 완제 및 원료, 의료기기 유통"
모티브링크,2025-02-20,코스닥,2차전지/에너지,비AI,,PER,27.95,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시경제 전망뿐이고 '신경망'은 와이어링 하네스 비유. EV용 트랜스포머는 AI 무관. | 근거: ""빅테크 기업을 중심으로 AI 관련 투자가 견조한 흐름을 이어가고"" / ""인체 신경망과 같이 차량내 모든 전자품을 작동"" (용어 비유)","EV용 Main Transformer, EV용 Line Filter"
위너스,2025-02-24,코스닥,2차전지/에너지,비AI,,PER,24.4,[에이전트 판정(투설 원문 스니펫)|high] AI는 스마트홈 산업 동향·전력수요 증가 논리. 배선기구·충전기 제품은 비AI. | 근거: 인공지능(AI)기술 개발로 인한 전력사용량의 증대 / 생성AI기반 스마트홈 서비스를 준비하고 있으며,"배선기구(스위치, 콘센트, 멀티탭), 전기차 충전기(급속, 완속)"
엘케이켐,2025-02-25,코스닥,화학/소재,비AI,,PER,23.42,"[에이전트 판정(투설 원문 스니펫)|high] 반도체 전구체 소재사. AI는 전방 반도체 시장 전망에 국한. | 근거: ""글로벌 반도체 시장은 생성형AI 출현에 따라 HBM 제품 수요 증가""","반도체 소재(CP, PCP, DIS) 등"
대진첨단소재,2025-03-06,코스닥,화학/소재,비AI,,PER+EV/EBITDA,31.54,"[에이전트 판정(투설 원문 스니펫)|high] 인공지능 언급 대부분이 소재 개발용 내부 도구 특허. 판매 제품(대전방지트레이·이형필름)은 AI 없이 성립. | 근거: ""인공지능 기반의 복합 소재의 조성-공정 추천 장치"" (특허) / ""인공지능을 이용하여 물성을 예측하기 위한 시스템"" (특허)","이차전지 공정용 대전방지트레이, 대전방지코팅액, 이차전지용 PET이형필름"
엠디바이스,2025-03-07,코스닥,반도체/디스플레이,비AI,,PER,15.95,"[에이전트 판정(투설 원문 스니펫)|high] AI는 전방(데이터센터·서버) 수요 동인 설명. SSD 제품 자체는 AI 연산 전용 설계 아님. | 근거: ""SSD 시장은 데이터센터 및 AI 발전으로 성장 가능성이 있으나"" / ""생성형 AI 서비스의 폭발적인 성장으로 인해 데이터센터 스토리지 수요가 기하급수적으로 증가""",반도체기억장치
서울보증보험,2025-03-14,유가증권,금융,비AI,,PBR,0.61,"[에이전트 판정(투설 원문 스니펫)|high] 보증보험 본업. AI OCR은 사내 업무 자동화 도구 도입 수준 | 근거: ""업무 효율화의 경우, AI OCR..., RPA"" / ""SGI M을 구축 및 오픈하여 AI OCR을 활용한 회원가입""","보증보험, 신용보험 등"
씨케이솔루션,2025-03-17,유가증권,건설/인프라,비AI,,PER,12.72,"[에이전트 판정(투설 원문 스니펫)|high] 드라이룸·클린룸 설치 공사업. AI는 전방산업 전망과 2026년 개발 계획에 그침. | 근거: ""AI, IoT, 빅데이터 등 4차 산업혁명 관련 신산업에 있어서 핵심부품인 반도체수요가 빠르게 증가"" / ""지능형 제습기 제어시스템 개발 2026.01~ 계획""","드라이룸/클린룸 등 건물용 기계, 장비 설치 공사업"
한텍,2025-03-20,코스닥,기계/장비,비AI,,PER,14.07,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 산업 동향과 타사(비교기업) 사업 설명뿐. 열교환기·저장탱크는 AI 무관. | 근거: ""생성형 AI의 확산은 서버의 AI 기능 채택, SSD 수요 증가... 반도체 수요를 증가시키는 주요 요인"" (산업 동향)","열교환기 등 화공기기, 저장용 탱크"
티엑스알로보틱스,2025-03-20,코스닥,기계/장비,AI관련,Y,PER+PSR,12.56,"[에이전트 판정(투설 원문 스니펫)|low] 자체 AI연구소가 로봇 제어·비전을 개발하고 AI제어 자율주행로봇을 판매하나, 해당 매출 비중이 미미(1%대)해 low. | 근거: AI연구소 - 비전, 딥러닝, 강화학습 개발 및 로봇 제어소프트웨어 개발 / 인공지능SW를 활용한 자율주행로봇으로 AI제어 매니퓰레이터 기술을 적용","물류자동화, 로봇자동화, AMR/AGV"
심플랫폼,2025-03-21,코스닥,IT/소프트웨어,순수AI,Y,PER,30.99,"[에이전트 판정(투설 원문 스니펫)|high] 산업용 AIoT 플랫폼·AI 모델(품질/예지보전/최적화 AI)이 제품 자체. AI를 파는 회사. | 근거: ""최적의 규모로 AIoT 플랫폼 및 AI 모델 구축을 진행"" / ""산업용 AI Agent 기술 개발""",NUBISON AIoT(산업용 데이터 수집과 산업용 AI서비스 운영)
더즌,2025-03-24,코스닥,IT/소프트웨어,비AI,,PER,33.7,"[에이전트 판정(투설 원문 스니펫)|low] 자사 아파트ERP에 AI 기능 적용 서술이 있으나 부가 기능 수준이며, 나머지 AI 스니펫은 경쟁사(웹케시·더존) 제품 설명. B2B 금융 서비스 핵심은 비AI. | 근거: ""AI기반의 시스템을 이용해 사용자 편의성을 높여 업무처리시간을 대폭 단축시킬 수 있는 기능을 적용""",디지털뱅킹 솔루션(B2B 금융 서비스)
에이유브랜즈,2025-04-03,코스닥,소비재/유통,비AI,,PER,23.47,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 한국은행 경제전망 인용 2건뿐. 신발·패션잡화는 AI 무관. | 근거: ""설비투자는 AI 반도체 관련 꾸준한 투자수요와 글로벌 통화긴축 완화 등의 영향으로 증가세""","레인부츠, 스니커즈, 겨울화, 패션잡화 등"
한국피아이엠,2025-04-04,코스닥,자동차/모빌리티,비AI,,EV/EBITDA,11.81,"[에이전트 판정(투설 원문 스니펫)|high] MIM 부품 제조사. AI 언급은 전방산업 전망과 비교기업 표뿐 | 근거: ""로봇 산업 AI의 발달과 함께 성장하고 있는 로봇 시장에서도 MIM의 수요가 발생""","내연기관 부품(터보차저, DCT변속기), IT 부품(스마트워치/스마트링), 자율주행 부품(카메라 모듈 케이스)"
쎄크,2025-04-28,코스닥,기계/장비,비AI,,PER,21.52,"[에이전트 판정(투설 원문 스니펫)|high] X-ray 검사장비사. AI는 전방(AI 반도체·HBM) 수요 전망과 경쟁사 기술 서술이며 자사 AI 구현 근거 없음. | 근거: ""HBM 반도체는 AI 산업 발전에 핵심이 되는 부품으로"" / ""자비스는 동사와 유사한 기술(X-ray 및 CT 검사솔루션, AI 머신러닝)을 기반으로""","X-ray 검사장비, LINAC, Tabletop SEM"
나우로보틱스,2025-05-08,코스닥,기계/장비,비AI,Y,PER,25.72,"[에이전트 판정(투설 원문 스니펫)|low] 주력 산업용로봇·자동화시스템은 AI 없이 성립. AI 기반 제품은 개발 중이며 나머지 언급은 시장·정책 동향. 개발 진행 중이라 low. | 근거: ""당사가 개발하고 있는 모바일 매니퓰레이터는... AI(인공지능)를 기반으로 복잡한 문제를 간단하게 해결"" / ""CBR AI 사후관리 시스템을 탑재한... 물류로봇 기술개발"" (정부과제)",산업용로봇 및 로봇자동화시스템
원일티엔아이,2025-05-09,코스닥,기계/장비,비AI,,PER,24.42,[에이전트 판정(투설 원문 스니펫)|high] 머신러닝은 정부 R&D 과제의 합금 설계 연구기법. 수소저장합금 제품 자체는 비AI. | 근거: 기계학습 및 CALPHAD 기반 수소응용용 금속수소화물 합금 설계 연구과제,"수소저장합금, 고압연소식기화기"
오가노이드사이언스,2025-05-09,코스닥,바이오/헬스케어,비AI,,PER,17.22,"[에이전트 판정(투설 원문 스니펫)|high] 오가노이드 재생치료제 기업. AI는 거시경제 전망 인용뿐. | 근거: ""설비투자는 AI 반도체 관련 수요와 통화 긴축 완화로 증가세를 이어갈 것""","오가노이드 기반 재생치료제, 오가노이드 기반 신소재평가 솔루션"
로킷헬스케어,2025-05-12,코스닥,바이오/헬스케어,AI관련,,PER,25.12,"[에이전트 판정(투설 원문 스니펫)|high] AI가 장기재생 플랫폼의 핵심 동작 원리(환자 맞춤 설계)이며 AI Regen KIT·AiD Regen 등 인증받은 제품으로 매출 발생. 다만 바이오 3D프린팅과의 결합 제품이라 pure는 아님. | 근거: ""AI 초개인화 장기재생 플랫폼 인공지능을 활용하여 환자의 특성에 따른 맞춤 재생치료 솔루션을 제공"" / ""Dr. INVIVO AI Regen KIT... FDA 인증""",장기 재생 플랫폼
이뮨온시아,2025-05-19,코스닥,바이오/헬스케어,비AI,,PER,19.18,"[에이전트 판정(투설 원문 스니펫)|high] AI는 외부 협력사(루닛·에이인비 등) 기술 활용. 자사 본업은 항체 신약개발로 비AI. | 근거: ""최근 AI를 활용한 바이오마커 발굴방법으로 각광을 받고 있는 A사의 기술을 이용한 협력 연구"" / ""Lunit(루닛)과 AI 기반 바이오마커 발굴 공동연구 계약 체결""",면역항암제 신약개발
바이오비쥬,2025-05-20,코스닥,화학/소재,비AI,,PER,25.51,"[에이전트 판정(투설 원문 스니펫)|high] 스킨부스터/필러 제조사. AI 언급 전부가 거시경제 전망 | 근거: ""대기업의 AI 및 첨단공정, 생산라인 고도화 관련 투자와 함께"" / ""글로벌 AI인프라 투자 호조의 영향으로""",스킨부스터 제품 및 필러
달바글로벌,2025-05-22,유가증권,화학/소재,비AI,,PER,20.99,"[에이전트 판정(투설 원문 스니펫)|high] 화장품 기업. AI는 향후 M&A·기술확보 계획 서술 2건뿐. | 근거: ""데이터 기반의 AI 개인화 마케팅 기술... 다양한 영역에서 차별적 우위"" (기술 확보·투자 계획)","기초 화장품, 건강기능식품 등"
인투셀,2025-05-23,코스닥,바이오/헬스케어,비AI,,PER,21.1,"[에이전트 판정(투설 원문 스니펫)|high] AI 매칭이 비교기업 사명과 논문 저자 이니셜뿐. ADC 링커/톡신 플랫폼과 AI 무관. | 근거: ""25 폴라리스AI파마 12 적정"" (비교기업) / ""Baras AI, Baras AS, Schulman KA."" (논문 저자명)",ADC 링커/톡신 플랫폼 기술
키스트론,2025-06-02,코스닥,화학/소재,비AI,,PER,11.55,"[에이전트 판정(투설 원문 스니펫)|high] AI는 진행률 0%의 향후 제품 고도화 계획. 와이어 제품은 비AI. | 근거: AI 기능 탑재 등을 통한 기존 제품 고도화 - 1,500 ... 2025-06-01 2027-06-30 0%","전자부품용 와이어, 케이블용 와이어 등"
링크솔루션,2025-06-10,코스닥,기계/장비,비AI,,PER,30.08,"[에이전트 판정(투설 원문 스니펫)|high] 3D 프린터·프린팅 서비스가 본업. AI는 정부 정책·향후 자동화 공장 계획 언급. | 근거: ""'AI 자율제조 전략 1.0'을 발표하였습니다"" / ""AI 및 AGV/AMR 로봇이 적용될 최첨단 자동화 제조 공장""",3D 프린터 및 3D 프린팅 서비스
